onset	duration	nwb_table	context	auditory_stim_frequency	auditory_stim_amplitude	auditory_stim_time	auditory_stim_duration	whisker_stim	whisker_stim_amplitude	whisker_stim_time	whisker_stim_duration	opto_stim	opto_stim_frequency	opto_stim_amplitude	opto_stim_start_time	opto_stim_stop_time	lick_flag	lick_time	early_lick	trial_type
40.507626	2.0	trials	no_tone					True	4.0		0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
66.486614	2.0	trials	nogo_tone	4000.0	80.0	66.486614	0.1	True	4.0		0.01	False	0.0	0.0	0.0	0.0	True	67.445614	True	3.0
78.954705	2.0	trials	nogo_tone	4000.0	80.0	78.954705	0.1	True	4.0		0.01	False	0.0	0.0	0.0	0.0	True	80.17570500000001	False	3.0
89.814454	2.0	trials	no_tone					True	4.0		0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
101.116057	2.0	trials	go_tone	8000.0	80.0	101.116057	0.1	True	4.0		0.01	False	0.0	0.0	0.0	0.0	True	102.452057	False	1.0
111.725954	2.0	trials	nogo_tone	4000.0	80.0	111.725954	0.1	True	4.0		0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
122.556254	2.0	trials	go_tone	8000.0	80.0	122.556254	0.1	True	4.0		0.01	False	0.0	0.0	0.0	0.0	True	123.852254	False	1.0
135.274406	2.0	trials	go_tone	8000.0	80.0	135.274406	0.1	True	4.0		0.01	False	0.0	0.0	0.0	0.0	True	136.502406	False	1.0
157.224107	2.0	trials	nogo_tone	4000.0	80.0	157.224107	0.1	False				False	0.0	0.0	0.0	0.0	True	156.385107	True	4.0
168.274857	2.0	trials	nogo_tone	4000.0	80.0	168.274857	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
180.345205	2.0	trials	nogo_tone	4000.0	80.0	180.345205	0.1	True	4.0		0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
191.635181	2.0	trials	nogo_tone	4000.0	80.0	191.635181	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
202.585281	2.0	trials	go_tone	8000.0	80.0	202.585281	0.1	True	4.0		0.01	False	0.0	0.0	0.0	0.0	True	203.62828100000002	True	1.0
215.135232	2.0	trials	go_tone	8000.0	80.0	215.135232	0.1	True	4.0		0.01	False	0.0	0.0	0.0	0.0	True	214.337232	True	1.0
225.84558	2.0	trials	go_tone	8000.0	80.0	225.84558	0.1	True	4.0		0.01	False	0.0	0.0	0.0	0.0	True	227.03058000000001	False	1.0
240.135573	2.0	trials	no_tone					True	4.0		0.01	False	0.0	0.0	0.0	0.0	True	241.35957299999998	False	5.0
251.695368	2.0	trials	nogo_tone	4000.0	80.0	251.695368	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
262.527177	2.0	trials	go_tone	8000.0	80.0	262.527177	0.1	True	4.0		0.01	False	0.0	0.0	0.0	0.0	True	263.800177	False	1.0
274.767315	2.0	trials	no_tone					True	4.0		0.01	False	0.0	0.0	0.0	0.0	True	276.039315	False	5.0
285.687116	2.0	trials	nogo_tone	4000.0	80.0	285.687116	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
296.427724	2.0	trials	nogo_tone	4000.0	80.0	296.427724	0.1	True	4.0		0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
307.876217	2.0	trials	go_tone	8000.0	80.0	307.876217	0.1	False				False	0.0	0.0	0.0	0.0	True	309.129217	False	2.0
319.338122	2.0	trials	nogo_tone	4000.0	80.0	319.338122	0.1	True	4.0		0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
330.176621	2.0	trials	go_tone	8000.0	80.0	330.176621	0.1	False				False	0.0	0.0	0.0	0.0	True	331.857621	False	2.0
341.597865	2.0	trials	go_tone	8000.0	80.0	341.597865	0.1	False				False	0.0	0.0	0.0	0.0	True	343.032865	False	2.0
361.869572	2.0	trials	nogo_tone	4000.0	80.0	361.869572	0.1	True	4.0		0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
372.917424	2.0	trials	nogo_tone	4000.0	80.0	372.917424	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
384.385977	2.0	trials	nogo_tone	4000.0	80.0	384.385977	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
395.137224	2.0	trials	no_tone					True	5.0	396.140046	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
406.102075	2.0	trials	no_tone					True	5.0	407.104946	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
416.797924	2.0	trials	go_tone	8000.0	80.0	416.797924	0.1	True	5.0	417.800704	0.01	False	0.0	0.0	0.0	0.0	True	418.035924	False	1.0
428.73817	2.0	trials	go_tone	8000.0	80.0	428.73817	0.1	False				False	0.0	0.0	0.0	0.0	True	429.78117000000003	True	2.0
441.289555	2.0	trials	go_tone	8000.0	80.0	441.289555	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
452.518256	2.0	trials	go_tone	8000.0	80.0	452.518256	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
463.658298	2.0	trials	go_tone	8000.0	80.0	463.658298	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
474.88985	2.0	trials	no_tone					True	5.0	475.892648	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
486.388304	2.0	trials	go_tone	8000.0	80.0	486.388304	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
497.348454	2.0	trials	go_tone	8000.0	80.0	497.348454	0.1	True	5.0	498.351192	0.01	False	0.0	0.0	0.0	0.0	True	498.624454	False	1.0
508.810048	2.0	trials	go_tone	8000.0	80.0	508.810048	0.1	False				False	0.0	0.0	0.0	0.0	True	509.84004799999997	True	2.0
521.348848	2.0	trials	go_tone	8000.0	80.0	521.348848	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
532.568741	2.0	trials	no_tone					True	5.0	533.571589	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
543.728992	2.0	trials	no_tone					True	5.0	544.73179	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
554.639292	2.0	trials	no_tone					True	5.0	555.642089	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
565.741444	2.0	trials	nogo_tone	4000.0	80.0	565.741444	0.1	True	5.0	566.74424	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
576.639243	2.0	trials	go_tone	8000.0	80.0	576.639243	0.1	True	5.0	577.64204	0.01	False	0.0	0.0	0.0	0.0	True	577.9342429999999	False	1.0
587.709693	2.0	trials	no_tone					True	5.0	588.71244	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
598.840245	2.0	trials	go_tone	8000.0	80.0	598.840245	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
609.476852	2.0	trials	nogo_tone	4000.0	80.0	609.476852	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
620.289701	2.0	trials	go_tone	8000.0	80.0	620.289701	0.1	True	5.0	621.292439	0.01	False	0.0	0.0	0.0	0.0	True	621.549701	False	1.0
631.099951	2.0	trials	nogo_tone	4000.0	80.0	631.099951	0.1	True	5.0	632.102738	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
642.220251	2.0	trials	go_tone	8000.0	80.0	642.220251	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
653.210901	2.0	trials	nogo_tone	4000.0	80.0	653.210901	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
673.53481	2.0	trials	nogo_tone	4000.0	80.0	673.53481	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
684.880704	2.0	trials	nogo_tone	4000.0	80.0	684.880704	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
695.800703	2.0	trials	nogo_tone	4000.0	80.0	695.800703	0.1	True	5.0	696.803501	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
707.045355	2.0	trials	go_tone	8000.0	80.0	707.045355	0.1	True	5.0	708.048153	0.01	False	0.0	0.0	0.0	0.0	True	708.472355	False	1.0
718.109157	2.0	trials	nogo_tone	4000.0	80.0	718.109157	0.1	True	5.0	719.111944	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
729.52156	2.0	trials	go_tone	8000.0	80.0	729.52156	0.1	False				False	0.0	0.0	0.0	0.0	True	730.84356	False	2.0
740.832952	2.0	trials	no_tone					True	5.0	741.83575	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
752.043054	2.0	trials	go_tone	8000.0	80.0	752.043054	0.1	True	5.0	753.045851	0.01	False	0.0	0.0	0.0	0.0	True	753.2950539999999	False	1.0
763.043505	2.0	trials	nogo_tone	4000.0	80.0	763.043505	0.1	True	5.0	764.046301	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
773.743503	2.0	trials	nogo_tone	4000.0	80.0	773.743503	0.1	True	5.0	774.74625	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
785.121506	2.0	trials	go_tone	8000.0	80.0	785.121506	0.1	True	5.0	786.124293	0.01	False	0.0	0.0	0.0	0.0	True	786.4165059999999	False	1.0
795.932104	2.0	trials	nogo_tone	4000.0	80.0	795.932104	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
806.881854	2.0	trials	go_tone	8000.0	80.0	806.881854	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
817.822305	2.0	trials	nogo_tone	4000.0	80.0	817.822305	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
828.873505	2.0	trials	go_tone	8000.0	80.0	828.873505	0.1	True	5.0	829.876252	0.01	False	0.0	0.0	0.0	0.0	True	830.1555050000001	False	1.0
839.476812	2.0	trials	nogo_tone	4000.0	80.0	839.476812	0.1	True	5.0	840.47965	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
850.784156	2.0	trials	go_tone	8000.0	80.0	850.784156	0.1	True	5.0	851.786953	0.01	False	0.0	0.0	0.0	0.0	True	852.1011560000001	False	1.0
861.424363	2.0	trials	nogo_tone	4000.0	80.0	861.424363	0.1	True	5.0	862.427201	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
872.123911	2.0	trials	nogo_tone	4000.0	80.0	872.123911	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
883.422864	2.0	trials	go_tone	8000.0	80.0	883.422864	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
894.943308	2.0	trials	no_tone					True	5.0	895.946056	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
905.754757	2.0	trials	go_tone	8000.0	80.0	905.754757	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
916.813358	2.0	trials	nogo_tone	4000.0	80.0	916.813358	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
927.627807	2.0	trials	nogo_tone	4000.0	80.0	927.627807	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
938.534916	2.0	trials	go_tone	8000.0	80.0	938.534916	0.1	True	5.0	939.537703	0.01	False	0.0	0.0	0.0	0.0	True	939.854916	False	1.0
951.37471	2.0	trials	nogo_tone	4000.0	80.0	951.37471	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
962.774203	2.0	trials	nogo_tone	4000.0	80.0	962.774203	0.1	True	5.0	963.77695	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
983.693206	2.0	trials	nogo_tone	4000.0	80.0	983.693206	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
994.544615	2.0	trials	go_tone	8000.0	80.0	994.544615	0.1	True	5.0	995.547452	0.01	False	0.0	0.0	0.0	0.0	True	995.971615	False	1.0
1005.564655	2.0	trials	no_tone					True	5.0	1006.567452	0.01	False	0.0	0.0	0.0	0.0	True	1007.087655	False	5.0
1016.590357	2.0	trials	no_tone					True	5.0	1017.593104	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
1027.936058	2.0	trials	go_tone	8000.0	80.0	1027.936058	0.1	True	5.0	1028.938806	0.01	False	0.0	0.0	0.0	0.0	True	1029.403058	False	1.0
1064.013301	2.0	trials	nogo_tone	4000.0	80.0	1064.013301	0.1	False				False	0.0	0.0	0.0	0.0	True	1062.5163009999999	True	4.0
1074.025155	2.0	trials	nogo_tone	4000.0	80.0	1074.025155	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
1085.555249	2.0	trials	nogo_tone	4000.0	80.0	1085.555249	0.1	True	5.0	1086.558129	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
1096.355657	2.0	trials	go_tone	8000.0	80.0	1096.355657	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
1107.046956	2.0	trials	no_tone					True	5.0	1108.049827	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
1118.282158	2.0	trials	nogo_tone	4000.0	80.0	1118.282158	0.1	True	5.0	1119.284979	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
1129.342759	2.0	trials	nogo_tone	4000.0	80.0	1129.342759	0.1	True	5.0	1130.34563	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
1140.735936	2.0	trials	no_tone					True	5.0	1141.738732	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
1152.217639	2.0	trials	no_tone					True	5.0	1153.220426	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
1162.886287	2.0	trials	go_tone	8000.0	80.0	1162.886287	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
1173.526312	2.0	trials	go_tone	8000.0	80.0	1173.526312	0.1	True	5.0	1174.529132	0.01	False	0.0	0.0	0.0	0.0	True	1174.846312	False	1.0
1184.466411	2.0	trials	go_tone	8000.0	80.0	1184.466411	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
1195.906588	2.0	trials	go_tone	8000.0	80.0	1195.906588	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
1206.966489	2.0	trials	go_tone	8000.0	80.0	1206.966489	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
1218.496693	2.0	trials	go_tone	8000.0	80.0	1218.496693	0.1	True	5.0	1219.49948	0.01	False	0.0	0.0	0.0	0.0	True	1219.812693	False	1.0
1229.407243	2.0	trials	nogo_tone	4000.0	80.0	1229.407243	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
1240.597335	2.0	trials	go_tone	8000.0	80.0	1240.597335	0.1	True	5.0	1241.600182	0.01	False	0.0	0.0	0.0	0.0	True	1241.921335	False	1.0
1251.616984	2.0	trials	no_tone					True	5.0	1252.619782	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
1262.377494	2.0	trials	go_tone	8000.0	80.0	1262.377494	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
1273.349043	2.0	trials	no_tone					True	5.0	1274.351831	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
1293.843994	2.0	trials	nogo_tone	4000.0	80.0	1293.843994	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
1305.207896	2.0	trials	nogo_tone	4000.0	80.0	1305.207896	0.1	True	5.0	1306.210684	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
1315.859394	2.0	trials	nogo_tone	4000.0	80.0	1315.859394	0.1	True	5.0	1316.862242	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
1327.408299	2.0	trials	nogo_tone	4000.0	80.0	1327.408299	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
1338.888042	2.0	trials	no_tone					True	5.0	1339.89079	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
1350.140144	2.0	trials	nogo_tone	4000.0	80.0	1350.140144	0.1	True	5.0	1351.142882	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
1360.768443	2.0	trials	no_tone					True	5.0	1361.77129	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
1372.259896	2.0	trials	go_tone	8000.0	80.0	1372.259896	0.1	True	5.0	1373.262683	0.01	False	0.0	0.0	0.0	0.0	True	1373.556896	False	1.0
1383.708939	2.0	trials	nogo_tone	4000.0	80.0	1383.708939	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
1395.027793	2.0	trials	nogo_tone	4000.0	80.0	1395.027793	0.1	True	5.0	1396.03059	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
1405.909241	2.0	trials	go_tone	8000.0	80.0	1405.909241	0.1	True	5.0	1406.912039	0.01	False	0.0	0.0	0.0	0.0	True	1407.245241	False	1.0
1417.459146	2.0	trials	go_tone	8000.0	80.0	1417.459146	0.1	True	5.0	1418.461934	0.01	False	0.0	0.0	0.0	0.0	True	1418.8081459999999	False	1.0
1430.38884	2.0	trials	nogo_tone	4000.0	80.0	1430.38884	0.1	True	5.0	1431.391627	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
1441.700582	2.0	trials	no_tone					True	5.0	1442.703429	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
1452.409491	2.0	trials	go_tone	8000.0	80.0	1452.409491	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
1463.179489	2.0	trials	nogo_tone	4000.0	80.0	1463.179489	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
1474.21964	2.0	trials	go_tone	8000.0	80.0	1474.21964	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
1485.329591	2.0	trials	nogo_tone	4000.0	80.0	1485.329591	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
1496.460142	2.0	trials	nogo_tone	4000.0	80.0	1496.460142	0.1	True	5.0	1497.462879	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
1507.700184	2.0	trials	go_tone	8000.0	80.0	1507.700184	0.1	True	5.0	1508.703015	0.01	False	0.0	0.0	0.0	0.0	True	1509.0321840000001	False	1.0
1518.510493	2.0	trials	no_tone					True	5.0	1519.513314	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
1529.870386	2.0	trials	go_tone	8000.0	80.0	1529.870386	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
1540.582984	2.0	trials	go_tone	8000.0	80.0	1540.582984	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
1552.065288	2.0	trials	go_tone	8000.0	80.0	1552.065288	0.1	True	5.0	1553.068109	0.01	False	0.0	0.0	0.0	0.0	True	1553.360288	False	1.0
1563.090789	2.0	trials	nogo_tone	4000.0	80.0	1563.090789	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
1574.092389	2.0	trials	go_tone	8000.0	80.0	1574.092389	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
1585.277191	2.0	trials	go_tone	8000.0	80.0	1585.277191	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
1605.531949	2.0	trials	go_tone	8000.0	80.0	1605.531949	0.1	True	5.0	1606.534787	0.01	False	0.0	0.0	0.0	0.0	True	1606.8519489999999	False	1.0
1616.843342	2.0	trials	go_tone	8000.0	80.0	1616.843342	0.1	True	5.0	1617.846123	0.01	False	0.0	0.0	0.0	0.0	True	1618.0303419999998	False	1.0
1627.5416	2.0	trials	go_tone	8000.0	80.0	1627.5416	0.1	True	5.0	1628.544437	0.01	False	0.0	0.0	0.0	0.0	True	1628.9086	False	1.0
1639.192645	2.0	trials	go_tone	8000.0	80.0	1639.192645	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
1650.612139	2.0	trials	go_tone	8000.0	80.0	1650.612139	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
1661.463397	2.0	trials	no_tone					True	5.0	1662.466218	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
1672.84179	2.0	trials	go_tone	8000.0	80.0	1672.84179	0.1	True	5.0	1673.844571	0.01	False	0.0	0.0	0.0	0.0	True	1674.0867899999998	False	1.0
1684.322294	2.0	trials	nogo_tone	4000.0	80.0	1684.322294	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
1695.72202	2.0	trials	nogo_tone	4000.0	80.0	1695.72202	0.1	True	5.0	1696.724768	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
