onset	duration	nwb_table	context	auditory_stim_frequency	auditory_stim_amplitude	auditory_stim_time	auditory_stim_duration	whisker_stim	whisker_stim_amplitude	whisker_stim_time	whisker_stim_duration	opto_stim	opto_stim_frequency	opto_stim_amplitude	opto_stim_start_time	opto_stim_stop_time	opto_window	opto_duration	opto_area	lick_flag	lick_time	early_lick	trial_type
8.437999999999999	2.0	trials	nogo_tone	4000.0	80.0	8.437999999999999	0.1	True	5.0	9.437999999999999	0.01	False					nolight	0.0	nan	False		False	3.0
19.722	2.0	trials	no_tone					True	5.0	20.722	0.01	False					nolight	0.0	nan	False		False	5.0
31.013	2.0000000000000036	trials	go_tone	8000.0	80.0	31.013	0.1	False				False					nolight	0.0	nan	True	33.681000000000004	False	2.0
58.243	2.0	trials	go_tone	8000.0	80.0	58.243	0.1	True	5.0	59.243	0.01	False					nolight	0.0	nan	True	60.906	False	1.0
69.194	2.0	trials	go_tone	8000.0	80.0	69.194	0.1	False				False					nolight	0.0	nan	False		False	2.0
80.474	2.0	trials	no_tone					True	5.0	81.474	0.01	False					nolight	0.0	nan	False		False	5.0
91.843	2.0	trials	go_tone	8000.0	80.0	91.843	0.1	True	5.0	92.843	0.01	False					nolight	0.0	nan	True	94.542	False	1.0
102.893	2.0	trials	nogo_tone	4000.0	80.0	102.893	0.1	True	5.0	103.893	0.01	False					nolight	0.0	nan	False		False	3.0
113.494	2.0	trials	go_tone	8000.0	80.0	113.494	0.1	True	5.0	114.494	0.01	False					nolight	0.0	nan	True	116.147	False	1.0
124.544	2.0	trials	no_tone					True	5.0	125.544	0.01	False					nolight	0.0	nan	False		False	5.0
135.754	2.0	trials	go_tone	8000.0	80.0	135.754	0.1	False				False					nolight	0.0	nan	False		False	2.0
147.064	2.0	trials	nogo_tone	4000.0	80.0	147.064	0.1	True	5.0	148.064	0.01	False					nolight	0.0	nan	False		False	3.0
