onset	duration	nwb_table	context	auditory_stim_frequency	auditory_stim_amplitude	auditory_stim_time	auditory_stim_duration	whisker_stim	whisker_stim_amplitude	whisker_stim_time	whisker_stim_duration	opto_stim	opto_stim_frequency	opto_stim_amplitude	opto_stim_start_time	opto_stim_stop_time	lick_flag	lick_time	early_lick	trial_type
56.056925	2.0	trials	go_tone	8000.0	80.0	56.056925	0.1	True	7.0	57.059021	0.01	False	0.0	0.0	0.0	0.0	True	57.529925	False	1.0
82.436484	2.0	trials	go_tone	8000.0	80.0	82.436484	0.1	False				False	0.0	0.0	0.0	0.0	True	83.883484	False	2.0
93.516652	2.0	trials	no_tone					True	7.0	94.518741	0.01	False	0.0	0.0	0.0	0.0	True	94.934652	False	5.0
104.178501	2.0	trials	go_tone	8000.0	80.0	104.178501	0.1	True	7.0	105.180598	0.01	False	0.0	0.0	0.0	0.0	True	105.517501	False	1.0
114.951218	2.0	trials	nogo_tone	4000.0	80.0	114.951218	0.1	True	7.0	115.953315	0.01	False	0.0	0.0	0.0	0.0	True	116.537218	False	3.0
125.667444	2.0	trials	no_tone					True	7.0	126.669582	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
136.619244	2.0	trials	nogo_tone	4000.0	80.0	136.619244	0.1	True	7.0	137.621382	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
147.538111	2.0	trials	no_tone					True	7.0	148.5402	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
158.74878	2.0	trials	go_tone	8000.0	80.0	158.74878	0.1	True	7.0	159.750869	0.01	False	0.0	0.0	0.0	0.0	True	160.39678	False	1.0
171.068672	2.0	trials	no_tone					True	7.0	172.070768	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
182.627243	2.0	trials	go_tone	8000.0	80.0	182.627243	0.1	True	7.0		0.01	False	0.0	0.0	0.0	0.0	True	183.588243	True	1.0
195.098902	2.0	trials	go_tone	8000.0	80.0	195.098902	0.1	True	7.0	196.101032	0.01	False	0.0	0.0	0.0	0.0	True	196.393902	False	1.0
205.887711	2.0	trials	nogo_tone	4000.0	80.0	205.887711	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
216.877928	2.0	trials	nogo_tone	4000.0	80.0	216.877928	0.1	True	7.0	217.880016	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
228.079588	2.0	trials	go_tone	8000.0	80.0	228.079588	0.1	False				False	0.0	0.0	0.0	0.0	True	229.333588	False	2.0
238.817997	2.0	trials	go_tone	8000.0	80.0	238.817997	0.1	False				False	0.0	0.0	0.0	0.0	True	240.044997	False	2.0
249.558263	2.0	trials	nogo_tone	4000.0	80.0	249.558263	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
260.678431	2.0	trials	go_tone	8000.0	80.0	260.678431	0.1	False				False	0.0	0.0	0.0	0.0	True	261.926431	False	2.0
271.458431	2.0	trials	nogo_tone	4000.0	80.0	271.458431	0.1	True	7.0	272.46057	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
282.668651	2.0	trials	go_tone	8000.0	80.0	282.668651	0.1	False				False	0.0	0.0	0.0	0.0	True	283.906651	False	2.0
293.248616	2.0	trials	go_tone	8000.0	80.0	293.248616	0.1	False				False	0.0	0.0	0.0	0.0	True	294.46461600000004	False	2.0
303.880473	2.0	trials	no_tone					True	7.0	304.882611	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
315.033334	2.0	trials	go_tone	8000.0	80.0	315.033334	0.1	True	7.0	316.03543	0.01	False	0.0	0.0	0.0	0.0	True	316.25633400000004	False	1.0
326.210753	2.0	trials	nogo_tone	4000.0	80.0	326.210753	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
337.700707	2.0	trials	go_tone	8000.0	80.0	337.700707	0.1	True	7.0	338.702795	0.01	False	0.0	0.0	0.0	0.0	True	338.87270700000005	False	1.0
348.279122	2.0	trials	no_tone					True	7.0	349.281219	0.01	False	0.0	0.0	0.0	0.0	True	349.752122	False	5.0
358.899796	2.0	trials	nogo_tone	4000.0	80.0	358.899796	0.1	True	7.0	359.901934	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
379.130863	2.0	trials	nogo_tone	4000.0	80.0	379.130863	0.1	True	7.0	380.13296	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
390.199931	2.0	trials	go_tone	8000.0	80.0	390.199931	0.1	False				False	0.0	0.0	0.0	0.0	True	391.446931	False	2.0
401.547585	2.0	trials	go_tone	8000.0	80.0	401.547585	0.1	False				False	0.0	0.0	0.0	0.0	True	402.815585	False	2.0
412.571403	2.0	trials	go_tone	8000.0	80.0	412.571403	0.1	False				False	0.0	0.0	0.0	0.0	True	412.350403	True	2.0
423.859772	2.0	trials	go_tone	8000.0	80.0	423.859772	0.1	False				False	0.0	0.0	0.0	0.0	True	425.158772	False	2.0
434.540021	2.0	trials	no_tone					True	7.0	435.54211	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
445.751791	2.0	trials	nogo_tone	4000.0	80.0	445.751791	0.1	True	7.0	446.753879	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
