session_id	original_session_id
ses-sub+PG062+ses+20211202T000000	ses-sub-PG062_ses-20211202T000000
ses-sub+PG062+ses+20211203T000000	ses-sub-PG062_ses-20211203T000000
ses-sub+PG062+ses+20211207T000000	ses-sub-PG062_ses-20211207T000000
ses-sub+PG062+ses+20211208T000000	ses-sub-PG062_ses-20211208T000000
ses-sub+PG062+ses+20211209T000000	ses-sub-PG062_ses-20211209T000000
ses-sub+PG062+ses+20211221T000000	ses-sub-PG062_ses-20211221T000000
ses-sub+PG062+ses+20220110T000000	ses-sub-PG062_ses-20220110T000000
ses-sub+PG062+ses+20220111T000000	ses-sub-PG062_ses-20220111T000000
ses-sub+PG062+ses+20220206T200225	ses-sub-PG062_ses-20220206T200225
ses-sub+PG062+ses+20220207T213136	ses-sub-PG062_ses-20220207T213136
