onset	duration	nwb_table	context	auditory_stim_frequency	auditory_stim_amplitude	auditory_stim_time	auditory_stim_duration	whisker_stim	whisker_stim_amplitude	whisker_stim_time	whisker_stim_duration	opto_stim	opto_stim_frequency	opto_stim_amplitude	opto_stim_start_time	opto_stim_stop_time	opto_window	opto_duration	opto_area	lick_flag	lick_time	early_lick	trial_type
11.51	2.0	trials	no_tone					True	5.0	12.51	0.01	True	100.0	12.0	11.91	12.459999999999999	delay	550.0	A1	False		False	5.0
22.592	2.0	trials	go_tone	8000.0	80.0	22.592	0.1	False				False					nolight	0.0	nan	False		False	2.0
33.63	2.0	trials	go_tone	8000.0	80.0	33.63	0.1	True	5.0	34.63	0.01	False					nolight	0.0	nan	False		False	1.0
44.382	2.0	trials	nogo_tone	4000.0	80.0	44.382	0.1	False				True	100.0	12.0	44.782	45.332	delay	550.0	A1	False		False	4.0
55.482	2.0	trials	nogo_tone	4000.0	80.0	55.482	0.1	True	5.0	56.482	0.01	False					nolight	0.0	nan	True	58.705	False	3.0
66.512	2.0	trials	no_tone					True	5.0	67.512	0.01	False					nolight	0.0	nan	False		False	5.0
78.021	2.0	trials	nogo_tone	4000.0	80.0	78.021	0.1	False				False					nolight	0.0	nan	False		False	4.0
89.235	2.0	trials	nogo_tone	4000.0	80.0	89.235	0.1	True	5.0	90.235	0.01	True	100.0	12.0	89.635	90.185	delay	550.0	A1	False		False	3.0
100.411	2.0	trials	nogo_tone	4000.0	80.0	100.411	0.1	False				False					nolight	0.0	nan	False		False	4.0
111.021	2.0	trials	go_tone	8000.0	80.0	111.021	0.1	True	5.0	112.021	0.01	False					nolight	0.0	nan	False		False	1.0
121.831	2.0	trials	no_tone					True	5.0	122.831	0.01	False					nolight	0.0	nan	True	124.455	False	5.0
133.032	2.0	trials	nogo_tone	4000.0	80.0	133.032	0.1	True	5.0	134.032	0.01	False					nolight	0.0	nan	False		False	3.0
147.223	2.0	trials	no_tone					True	5.0	148.223	0.01	True	100.0	12.0	148.173	148.52300000000002	whisker	350.0	A1	False		False	5.0
158.214	2.0	trials	nogo_tone	4000.0	80.0	158.214	0.1	False				False					nolight	0.0	nan	False		False	4.0
168.882	2.0	trials	nogo_tone	4000.0	80.0	168.882	0.1	True	5.0	169.882	0.01	False					nolight	0.0	nan	False		False	3.0
180.171	2.0	trials	no_tone					True	5.0	181.171	0.01	False					nolight	0.0	nan	False		False	5.0
190.92	2.0	trials	go_tone	8000.0	80.0	190.92	0.1	False				False					nolight	0.0	nan	False		False	2.0
201.571	2.0	trials	go_tone	8000.0	80.0	201.571	0.1	True	5.0	202.571	0.01	True	100.0	12.0	201.971	202.521	delay	550.0	A1	True	201.593	True	1.0
211.594	2.0	trials	go_tone	8000.0	80.0	211.594	0.1	True	5.0	212.594	0.01	True	100.0	12.0	211.994	212.54399999999998	delay	550.0	A1	True	214.718	False	1.0
222.685	2.0	trials	go_tone	8000.0	80.0	222.685	0.1	True	5.0	223.685	0.01	True	100.0	12.0	223.635	223.985	whisker	350.0	A1	False		False	1.0
234.003	2.0	trials	go_tone	8000.0	80.0	234.003	0.1	False				True	100.0	12.0	234.95299999999997	235.303	whisker	350.0	A1	False		False	2.0
245.283	2.0	trials	go_tone	8000.0	80.0	245.283	0.1	True	5.0	246.283	0.01	True	100.0	12.0	245.23299999999998	245.683	audio	450.0	A1	False		False	1.0
256.38300000000004	2.0	trials	go_tone	8000.0	80.0	256.38300000000004	0.1	False				False					nolight	0.0	nan	False		False	2.0
267.475	2.0	trials	nogo_tone	4000.0	80.0	267.475	0.1	True	5.0	268.475	0.01	False					nolight	0.0	nan	True	270.231	False	3.0
278.575	2.0	trials	nogo_tone	4000.0	80.0	278.575	0.1	True	5.0	279.575	0.01	True	100.0	12.0	278.525	278.97499999999997	audio	450.0	A1	False		False	3.0
289.554	2.0	trials	go_tone	8000.0	80.0	289.554	0.1	True	5.0	290.554	0.01	False					nolight	0.0	nan	False		False	1.0
300.206	2.0	trials	nogo_tone	4000.0	80.0	300.206	0.1	False				False					nolight	0.0	nan	False		False	4.0
310.916	2.0	trials	nogo_tone	4000.0	80.0	310.916	0.1	False				True	100.0	12.0	311.866	312.216	whisker	350.0	A1	False		False	4.0
