probe_name	type	manufacturer	description
imec3	n/a	imec	Neuropixels 3B2
imec1	n/a	imec	Neuropixels 3B2
imec0	n/a	imec	Neuropixels 3B2
imec2	n/a	imec	Neuropixels 3B2
