onset	duration	nwb_table	context	auditory_stim_frequency	auditory_stim_amplitude	auditory_stim_time	auditory_stim_duration	whisker_stim	whisker_stim_amplitude	whisker_stim_time	whisker_stim_duration	opto_stim	opto_stim_frequency	opto_stim_amplitude	opto_stim_start_time	opto_stim_stop_time	opto_window	opto_duration	opto_area	lick_flag	lick_time	early_lick	trial_type
11.502	2.0	trials	nogo_tone	4000.0	80.0	11.502	0.1	True	5.0	12.502	0.01	False					nolight	0.0	nan	False		False	3.0
23.063	2.0	trials	go_tone	8000.0	80.0	23.063	0.1	False				False					nolight	0.0	nan	False		False	2.0
34.123	2.0	trials	nogo_tone	4000.0	80.0	34.123	0.1	False				False					nolight	0.0	nan	False		False	4.0
45.511	2.0	trials	go_tone	8000.0	80.0	45.511	0.1	True	5.0	46.511	0.01	False					nolight	0.0	nan	True	48.534000000000006	False	1.0
58.313	2.0	trials	no_tone					True	5.0	59.313	0.01	False					nolight	0.0	nan	True	61.09	False	5.0
69.581	2.0	trials	nogo_tone	4000.0	80.0	69.581	0.1	True	5.0	70.581	0.01	True	100.0	12.0	69.98100000000001	70.531	delay	550.0	A1	False		False	3.0
80.322	2.0	trials	no_tone					True	5.0	81.322	0.01	True	100.0	12.0	80.72200000000001	81.272	delay	550.0	A1	False		False	5.0
91.752	2.0	trials	go_tone	8000.0	80.0	91.752	0.1	True	5.0	92.752	0.01	False					nolight	0.0	nan	True	94.395	False	1.0
102.634	2.0	trials	go_tone	8000.0	80.0	102.634	0.1	True	5.0	103.634	0.01	False					nolight	0.0	nan	False		False	1.0
142.745	2.0	trials	go_tone	8000.0	80.0	142.745	0.1	False				False					nolight	0.0	nan	False		False	2.0
153.723	2.0	trials	nogo_tone	4000.0	80.0	153.723	0.1	False				False					nolight	0.0	nan	False		False	4.0
164.703	2.0	trials	nogo_tone	4000.0	80.0	164.703	0.1	True	5.0	165.703	0.01	False					nolight	0.0	nan	True	167.517	False	3.0
175.361	2.0	trials	nogo_tone	4000.0	80.0	175.361	0.1	False				True	100.0	12.0	175.31099999999998	175.761	audio	450.0	A1	False		False	4.0
