onset	duration	nwb_table	context	auditory_stim_frequency	auditory_stim_amplitude	auditory_stim_time	auditory_stim_duration	whisker_stim	whisker_stim_amplitude	whisker_stim_time	whisker_stim_duration	opto_stim	opto_stim_frequency	opto_stim_amplitude	opto_stim_start_time	opto_stim_stop_time	lick_flag	lick_time	early_lick	trial_type
21.784425	2.0	trials	no_tone					True	7.0	22.786491	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
48.364751	2.0	trials	go_tone	8000.0	80.0	48.364751	0.1	True	7.0	49.366935	0.01	False	0.0	0.0	0.0	0.0	True	49.815751	False	1.0
59.76501	2.0	trials	no_tone					True	7.0	60.76716	0.01	False	0.0	0.0	0.0	0.0	True	61.046009999999995	False	5.0
70.335396	2.0	trials	go_tone	8000.0	80.0	70.335396	0.1	True	7.0	71.337529	0.01	False	0.0	0.0	0.0	0.0	True	71.588396	False	1.0
82.546927	2.0	trials	nogo_tone	4000.0	80.0	82.546927	0.1	True	7.0	83.549044	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
93.766785	2.0	trials	nogo_tone	4000.0	80.0	93.766785	0.1	True	7.0	94.768934	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
104.555622	2.0	trials	nogo_tone	4000.0	80.0	104.555622	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
115.585378	2.0	trials	nogo_tone	4000.0	80.0	115.585378	0.1	True	7.0	116.587479	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
126.407067	1.9999999999999858	trials	go_tone	8000.0	80.0	126.407067	0.1	False				False	0.0	0.0	0.0	0.0	True	127.40606700000001	True	2.0
138.915716	2.0	trials	go_tone	8000.0	80.0	138.915716	0.1	False				False	0.0	0.0	0.0	0.0	True	140.492716	False	2.0
149.867406	2.0	trials	nogo_tone	4000.0	80.0	149.867406	0.1	True	7.0	150.869505	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
160.477509	2.0	trials	go_tone	8000.0	80.0	160.477509	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
171.167496	2.0	trials	go_tone	8000.0	80.0	171.167496	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
181.902867	2.0	trials	go_tone	8000.0	80.0	181.902867	0.1	True	7.0	182.905017	0.01	False	0.0	0.0	0.0	0.0	True	183.39586699999998	False	1.0
193.076392	2.0	trials	nogo_tone	4000.0	80.0	193.076392	0.1	True	7.0	194.078474	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
204.356399	2.0	trials	go_tone	8000.0	80.0	204.356399	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
215.120387	2.0	trials	no_tone					True	7.0	216.12247	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
226.126642	2.0	trials	no_tone					True	7.0	227.12876	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
