onset	duration	nwb_table	context	auditory_stim_frequency	auditory_stim_amplitude	auditory_stim_time	auditory_stim_duration	whisker_stim	whisker_stim_amplitude	whisker_stim_time	whisker_stim_duration	opto_stim	opto_stim_frequency	opto_stim_amplitude	opto_stim_start_time	opto_stim_stop_time	lick_flag	lick_time	early_lick	trial_type
44.660865	2.0	trials	go_tone	8000.0	80.0	44.660865	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
70.963706	2.0	trials	no_tone					True	7.0	71.965823	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
81.921728	2.0	trials	go_tone	8000.0	80.0	81.921728	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
93.083069	2.0	trials	nogo_tone	4000.0	80.0	93.083069	0.1	True	7.0	94.085235	0.01	False	0.0	0.0	0.0	0.0	True	94.507069	False	3.0
104.411761	2.0	trials	go_tone	8000.0	80.0	104.411761	0.1	True	7.0	105.413861	0.01	False	0.0	0.0	0.0	0.0	True	105.764761	False	1.0
125.05518	2.0	trials	no_tone					True	7.0	126.057313	0.01	False	0.0	0.0	0.0	0.0	True	126.44618	False	5.0
135.862319	2.0	trials	no_tone					True	7.0	136.864435	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
147.379111	2.0	trials	go_tone	8000.0	80.0	147.379111	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
158.562385	2.0	trials	nogo_tone	4000.0	80.0	158.562385	0.1	True	7.0	159.564501	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
170.093561	2.0	trials	go_tone	8000.0	80.0	170.093561	0.1	True	7.0		0.01	False	0.0	0.0	0.0	0.0	True	170.663561	True	1.0
182.174025	2.0	trials	go_tone	8000.0	80.0	182.174025	0.1	True	7.0	183.176107	0.01	False	0.0	0.0	0.0	0.0	True	183.611025	False	1.0
194.724025	2.0	trials	no_tone					True	7.0	195.726107	0.01	False	0.0	0.0	0.0	0.0	True	195.924025	False	5.0
205.932666	2.0	trials	go_tone	8000.0	80.0	205.932666	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
216.972705	2.0	trials	nogo_tone	4000.0	80.0	216.972705	0.1	True	7.0	217.974871	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
227.972744	2.0	trials	no_tone					True	7.0	228.974861	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
239.51442	2.0	trials	no_tone					True	7.0	240.51657	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
250.963346	2.0	trials	go_tone	8000.0	80.0	250.963346	0.1	True	7.0	251.965462	0.01	False	0.0	0.0	0.0	0.0	True	252.980346	False	1.0
264.883322	2.0	trials	nogo_tone	4000.0	80.0	264.883322	0.1	False				False	0.0	0.0	0.0	0.0	True	265.253322	True	4.0
276.763351	2.0	trials	nogo_tone	4000.0	80.0	276.763351	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
287.373503	2.0	trials	go_tone	8000.0	80.0	287.373503	0.1	True	7.0	288.375603	0.01	False	0.0	0.0	0.0	0.0	True	288.768503	False	1.0
302.014517	2.0	trials	nogo_tone	4000.0	80.0	302.014517	0.1	True	7.0	303.0166	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
313.153857	2.0	trials	go_tone	8000.0	80.0	313.153857	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
324.434099	2.0	trials	go_tone	8000.0	80.0	324.434099	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
335.36412	2.0	trials	go_tone	8000.0	80.0	335.36412	0.1	True	7.0		0.01	False	0.0	0.0	0.0	0.0	True	334.11412	True	1.0
345.624272	2.0	trials	go_tone	8000.0	80.0	345.624272	0.1	True	7.0	346.626422	0.01	False	0.0	0.0	0.0	0.0	True	346.869272	False	1.0
365.799606	2.0	trials	go_tone	8000.0	80.0	365.799606	0.1	False				False	0.0	0.0	0.0	0.0	True	364.303606	True	2.0
375.804755	2.0	trials	go_tone	8000.0	80.0	375.804755	0.1	False				False	0.0	0.0	0.0	0.0	True	374.857755	True	2.0
386.364808	2.0	trials	go_tone	8000.0	80.0	386.364808	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
397.824766	2.0	trials	nogo_tone	4000.0	80.0	397.824766	0.1	True	7.0	398.82685	0.01	False	0.0	0.0	0.0	0.0	True	399.204766	False	3.0
408.614722	2.0	trials	go_tone	8000.0	80.0	408.614722	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
