onset	duration	nwb_table	context	auditory_stim_frequency	auditory_stim_amplitude	auditory_stim_time	auditory_stim_duration	whisker_stim	whisker_stim_amplitude	whisker_stim_time	whisker_stim_duration	opto_stim	opto_stim_frequency	opto_stim_amplitude	opto_stim_start_time	opto_stim_stop_time	opto_window	opto_duration	opto_area	lick_flag	lick_time	early_lick	trial_type
13.079	2.0	trials	no_tone					True	5.0	14.079	0.01	True	100.0	12.0	13.479000000000001	14.029	delay	550.0	wS1	False		False	5.0
24.569	2.0	trials	nogo_tone	4000.0	80.0	24.569	0.1	False				False					nolight	0.0	nan	False		False	4.0
35.169	2.0	trials	nogo_tone	4000.0	80.0	35.169	0.1	True	5.0	36.169	0.01	False					nolight	0.0	nan	False		False	3.0
45.739	2.0	trials	nogo_tone	4000.0	80.0	45.739	0.1	False				False					nolight	0.0	nan	False		False	4.0
56.659	2.0	trials	go_tone	8000.0	80.0	56.659	0.1	True	5.0	57.659	0.01	False					nolight	0.0	nan	True	59.656	False	1.0
56.659	2.0	trials	go_tone	8000.0	80.0	56.659	0.1	True	5.0	57.659	0.01	False					nolight	0.0	nan	True	59.656	False	1.0
75.76	2.0	trials	nogo_tone	4000.0	80.0	75.76	0.1	False				True	100.0	12.0	76.71000000000001	77.06	whisker	350.0	wS1	False		False	4.0
86.7	2.0	trials	nogo_tone	4000.0	80.0	86.7	0.1	False				True	100.0	12.0	86.65	87.10000000000001	audio	450.0	wS1	False		False	4.0
98.22	2.0	trials	no_tone					True	5.0	99.22	0.01	False					nolight	0.0	nan	False		False	5.0
109.441	2.0	trials	go_tone	8000.0	80.0	109.441	0.1	False				False					nolight	0.0	nan	False		False	2.0
120.93	2.0	trials	nogo_tone	4000.0	80.0	120.93	0.1	True	5.0	121.93	0.01	False					nolight	0.0	nan	False		False	3.0
131.741	2.0	trials	nogo_tone	4000.0	80.0	131.741	0.1	False				False					nolight	0.0	nan	False		False	4.0
142.781	2.0	trials	no_tone					True	5.0	143.781	0.01	False					nolight	0.0	nan	False		False	5.0
153.631	2.0	trials	no_tone					True	5.0	154.631	0.01	False					nolight	0.0	nan	False		False	5.0
164.412	2.0	trials	go_tone	8000.0	80.0	164.412	0.1	True	5.0	165.412	0.01	False					nolight	0.0	nan	True	167.604	False	1.0
175.891	2.0	trials	go_tone	8000.0	80.0	175.891	0.1	False				False					nolight	0.0	nan	False		False	2.0
186.732	2.0	trials	go_tone	8000.0	80.0	186.732	0.1	False				True	100.0	12.0	187.682	188.032	whisker	350.0	wS1	True	189.445	False	2.0
