name	electrode_name	type	units	sampling_frequency
99.0	e229	n/a	V	-1.0
100.0	e230	n/a	V	-1.0
101.0	e231	n/a	V	-1.0
102.0	e232	n/a	V	-1.0
103.0	e233	n/a	V	-1.0
104.0	e234	n/a	V	-1.0
105.0	e235	n/a	V	-1.0
106.0	e236	n/a	V	-1.0
107.0	e237	n/a	V	-1.0
108.0	e238	n/a	V	-1.0
109.0	e239	n/a	V	-1.0
110.0	e240	n/a	V	-1.0
111.0	e241	n/a	V	-1.0
112.0	e242	n/a	V	-1.0
113.0	e243	n/a	V	-1.0
114.0	e244	n/a	V	-1.0
115.0	e245	n/a	V	-1.0
116.0	e246	n/a	V	-1.0
117.0	e247	n/a	V	-1.0
118.0	e248	n/a	V	-1.0
119.0	e249	n/a	V	-1.0
120.0	e250	n/a	V	-1.0
121.0	e251	n/a	V	-1.0
122.0	e252	n/a	V	-1.0
123.0	e253	n/a	V	-1.0
124.0	e254	n/a	V	-1.0
125.0	e255	n/a	V	-1.0
126.0	e256	n/a	V	-1.0
127.0	e257	n/a	V	-1.0
128.0	e258	n/a	V	-1.0
129.0	e259	n/a	V	-1.0
0.0	e260	n/a	V	-1.0
1.0	e261	n/a	V	-1.0
2.0	e262	n/a	V	-1.0
3.0	e263	n/a	V	-1.0
4.0	e264	n/a	V	-1.0
5.0	e265	n/a	V	-1.0
6.0	e266	n/a	V	-1.0
7.0	e267	n/a	V	-1.0
8.0	e268	n/a	V	-1.0
9.0	e269	n/a	V	-1.0
10.0	e270	n/a	V	-1.0
11.0	e271	n/a	V	-1.0
12.0	e272	n/a	V	-1.0
13.0	e273	n/a	V	-1.0
14.0	e274	n/a	V	-1.0
15.0	e275	n/a	V	-1.0
16.0	e276	n/a	V	-1.0
17.0	e277	n/a	V	-1.0
18.0	e278	n/a	V	-1.0
19.0	e279	n/a	V	-1.0
20.0	e280	n/a	V	-1.0
21.0	e281	n/a	V	-1.0
22.0	e282	n/a	V	-1.0
23.0	e283	n/a	V	-1.0
24.0	e284	n/a	V	-1.0
25.0	e285	n/a	V	-1.0
26.0	e286	n/a	V	-1.0
27.0	e287	n/a	V	-1.0
28.0	e288	n/a	V	-1.0
29.0	e289	n/a	V	-1.0
30.0	e290	n/a	V	-1.0
31.0	e291	n/a	V	-1.0
32.0	e292	n/a	V	-1.0
33.0	e293	n/a	V	-1.0
34.0	e294	n/a	V	-1.0
35.0	e295	n/a	V	-1.0
36.0	e296	n/a	V	-1.0
37.0	e297	n/a	V	-1.0
38.0	e298	n/a	V	-1.0
39.0	e299	n/a	V	-1.0
40.0	e300	n/a	V	-1.0
41.0	e301	n/a	V	-1.0
42.0	e302	n/a	V	-1.0
43.0	e303	n/a	V	-1.0
44.0	e304	n/a	V	-1.0
45.0	e305	n/a	V	-1.0
46.0	e306	n/a	V	-1.0
47.0	e307	n/a	V	-1.0
48.0	e308	n/a	V	-1.0
49.0	e309	n/a	V	-1.0
50.0	e310	n/a	V	-1.0
51.0	e311	n/a	V	-1.0
52.0	e312	n/a	V	-1.0
53.0	e313	n/a	V	-1.0
54.0	e314	n/a	V	-1.0
55.0	e315	n/a	V	-1.0
56.0	e316	n/a	V	-1.0
57.0	e317	n/a	V	-1.0
58.0	e318	n/a	V	-1.0
59.0	e319	n/a	V	-1.0
60.0	e320	n/a	V	-1.0
61.0	e321	n/a	V	-1.0
62.0	e322	n/a	V	-1.0
63.0	e323	n/a	V	-1.0
64.0	e324	n/a	V	-1.0
65.0	e325	n/a	V	-1.0
66.0	e326	n/a	V	-1.0
67.0	e327	n/a	V	-1.0
68.0	e328	n/a	V	-1.0
69.0	e329	n/a	V	-1.0
70.0	e330	n/a	V	-1.0
71.0	e331	n/a	V	-1.0
72.0	e332	n/a	V	-1.0
73.0	e333	n/a	V	-1.0
74.0	e334	n/a	V	-1.0
75.0	e335	n/a	V	-1.0
76.0	e336	n/a	V	-1.0
77.0	e337	n/a	V	-1.0
78.0	e338	n/a	V	-1.0
79.0	e339	n/a	V	-1.0
80.0	e340	n/a	V	-1.0
81.0	e341	n/a	V	-1.0
82.0	e342	n/a	V	-1.0
83.0	e343	n/a	V	-1.0
84.0	e344	n/a	V	-1.0
85.0	e345	n/a	V	-1.0
86.0	e346	n/a	V	-1.0
87.0	e347	n/a	V	-1.0
88.0	e348	n/a	V	-1.0
89.0	e349	n/a	V	-1.0
90.0	e350	n/a	V	-1.0
91.0	e351	n/a	V	-1.0
92.0	e352	n/a	V	-1.0
93.0	e353	n/a	V	-1.0
94.0	e354	n/a	V	-1.0
95.0	e355	n/a	V	-1.0
96.0	e356	n/a	V	-1.0
97.0	e357	n/a	V	-1.0
98.0	e358	n/a	V	-1.0
99.0	e359	n/a	V	-1.0
100.0	e360	n/a	V	-1.0
101.0	e361	n/a	V	-1.0
102.0	e362	n/a	V	-1.0
103.0	e363	n/a	V	-1.0
104.0	e364	n/a	V	-1.0
105.0	e365	n/a	V	-1.0
106.0	e366	n/a	V	-1.0
107.0	e367	n/a	V	-1.0
108.0	e368	n/a	V	-1.0
109.0	e369	n/a	V	-1.0
110.0	e370	n/a	V	-1.0
111.0	e371	n/a	V	-1.0
112.0	e372	n/a	V	-1.0
113.0	e373	n/a	V	-1.0
114.0	e374	n/a	V	-1.0
115.0	e375	n/a	V	-1.0
116.0	e376	n/a	V	-1.0
117.0	e377	n/a	V	-1.0
118.0	e378	n/a	V	-1.0
119.0	e379	n/a	V	-1.0
120.0	e380	n/a	V	-1.0
121.0	e381	n/a	V	-1.0
122.0	e382	n/a	V	-1.0
123.0	e383	n/a	V	-1.0
124.0	e384	n/a	V	-1.0
125.0	e385	n/a	V	-1.0
126.0	e386	n/a	V	-1.0
127.0	e387	n/a	V	-1.0
128.0	e388	n/a	V	-1.0
129.0	e389	n/a	V	-1.0
