onset	duration	nwb_table	context	auditory_stim_frequency	auditory_stim_amplitude	auditory_stim_time	auditory_stim_duration	whisker_stim	whisker_stim_amplitude	whisker_stim_time	whisker_stim_duration	opto_stim	opto_stim_frequency	opto_stim_amplitude	opto_stim_start_time	opto_stim_stop_time	opto_window	opto_duration	opto_area	lick_flag	lick_time	early_lick	trial_type
15.503	2.0	trials	nogo_tone	4000.0	80.0	15.503	0.1	False				False					nolight	0.0	nan	False		False	4.0
26.663	2.0	trials	nogo_tone	4000.0	80.0	26.663	0.1	False				False					nolight	0.0	nan	False		False	4.0
37.893	2.0	trials	nogo_tone	4000.0	80.0	37.893	0.1	False				False					nolight	0.0	nan	False		False	4.0
49.133	2.0	trials	go_tone	8000.0	80.0	49.133	0.1	False				False					nolight	0.0	nan	False		False	2.0
60.464	2.0	trials	no_tone					True	5.0	61.464	0.01	False					nolight	0.0	nan	False		False	5.0
71.983	2.0	trials	go_tone	8000.0	80.0	71.983	0.1	False				False					nolight	0.0	nan	False		False	2.0
82.714	2.0	trials	nogo_tone	4000.0	80.0	82.714	0.1	True	5.0	83.714	0.01	False					nolight	0.0	nan	True	85.438	False	3.0
109.765	2.0	trials	no_tone					True	5.0	110.765	0.01	False					nolight	0.0	nan	False		False	5.0
120.495	2.0	trials	no_tone					True	5.0	121.495	0.01	False					nolight	0.0	nan	False		False	5.0
131.397	2.0	trials	go_tone	8000.0	80.0	131.397	0.1	True	5.0	132.397	0.01	False					nolight	0.0	nan	True	134.21699999999998	False	1.0
142.922	2.0	trials	go_tone	8000.0	80.0	142.922	0.1	False				False					nolight	0.0	nan	False		False	2.0
153.945	2.0	trials	go_tone	8000.0	80.0	153.945	0.1	True	5.0	154.945	0.01	False					nolight	0.0	nan	True	156.596	False	1.0
164.555	2.0	trials	no_tone					True	5.0	165.555	0.01	False					nolight	0.0	nan	False		False	5.0
176.006	2.0	trials	go_tone	8000.0	80.0	176.006	0.1	False				False					nolight	0.0	nan	False		False	2.0
187.338	2.0	trials	nogo_tone	4000.0	80.0	187.338	0.1	True	5.0	188.338	0.01	False					nolight	0.0	nan	False		False	3.0
197.966	2.0	trials	no_tone					True	5.0	198.966	0.01	False					nolight	0.0	nan	False		False	5.0
209.166	2.0	trials	nogo_tone	4000.0	80.0	209.166	0.1	True	5.0	210.166	0.01	False					nolight	0.0	nan	False		False	3.0
220.001	2.0	trials	go_tone	8000.0	80.0	220.001	0.1	True	5.0	221.001	0.01	False					nolight	0.0	nan	False		False	1.0
230.746	2.0	trials	go_tone	8000.0	80.0	230.746	0.1	True	5.0	231.746	0.01	False					nolight	0.0	nan	True	233.466	False	1.0
244.527	2.0	trials	no_tone					True	5.0	245.527	0.01	False					nolight	0.0	nan	False		False	5.0
255.219	2.0	trials	go_tone	8000.0	80.0	255.219	0.1	False				False					nolight	0.0	nan	True	257.788	False	2.0
282.438	2.0	trials	nogo_tone	4000.0	80.0	282.438	0.1	True	5.0	283.438	0.01	False					nolight	0.0	nan	False		False	3.0
293.818	2.0	trials	go_tone	8000.0	80.0	293.818	0.1	False				False					nolight	0.0	nan	True	297.043	False	2.0
320.928	2.0	trials	go_tone	8000.0	80.0	320.928	0.1	True	5.0	321.928	0.01	False					nolight	0.0	nan	True	323.605	False	1.0
332.259	2.0	trials	go_tone	8000.0	80.0	332.259	0.1	False				False					nolight	0.0	nan	False		False	2.0
343.84	2.0	trials	nogo_tone	4000.0	80.0	343.84	0.1	True	5.0	344.84	0.01	False					nolight	0.0	nan	False		False	3.0
354.829	2.0	trials	nogo_tone	4000.0	80.0	354.829	0.1	True	5.0	355.829	0.01	False					nolight	0.0	nan	False		False	3.0
366.181	2.0	trials	go_tone	8000.0	80.0	366.181	0.1	True	5.0	367.181	0.01	False					nolight	0.0	nan	False		False	1.0
377.379	2.0	trials	go_tone	8000.0	80.0	377.379	0.1	False				False					nolight	0.0	nan	False		False	2.0
388.489	2.0	trials	go_tone	8000.0	80.0	388.489	0.1	False				False					nolight	0.0	nan	False		False	2.0
399.584	2.0	trials	no_tone					True	5.0	400.584	0.01	False					nolight	0.0	nan	False		False	5.0
411.04	2.0	trials	nogo_tone	4000.0	80.0	411.04	0.1	False				False					nolight	0.0	nan	False		False	4.0
422.19	2.0	trials	nogo_tone	4000.0	80.0	422.19	0.1	False				False					nolight	0.0	nan	False		False	4.0
433.24	2.0	trials	no_tone					True	5.0	434.24	0.01	False					nolight	0.0	nan	False		False	5.0
444.46	2.0	trials	no_tone					True	5.0	445.46	0.01	False					nolight	0.0	nan	True	447.108	False	5.0
496.354	2.0	trials	go_tone	8000.0	80.0	496.354	0.1	False				False					nolight	0.0	nan	True	498.512	True	2.0
512.521	2.0	trials	go_tone	8000.0	80.0	512.521	0.1	False				False					nolight	0.0	nan	True	515.437	False	2.0
539.582	2.0	trials	go_tone	8000.0	80.0	539.582	0.1	False				False					nolight	0.0	nan	False		False	2.0
550.222	2.0	trials	go_tone	8000.0	80.0	550.222	0.1	True	5.0	551.222	0.01	False					nolight	0.0	nan	True	552.653	True	1.0
566.662	2.0	trials	go_tone	8000.0	80.0	566.662	0.1	True	5.0	567.662	0.01	False					nolight	0.0	nan	True	569.5840000000001	False	1.0
577.603	2.0	trials	nogo_tone	4000.0	80.0	577.603	0.1	True	5.0	578.603	0.01	False					nolight	0.0	nan	False		False	3.0
588.223	2.0	trials	go_tone	8000.0	80.0	588.223	0.1	True	5.0	589.223	0.01	False					nolight	0.0	nan	True	590.894	False	1.0
599.233	2.0	trials	nogo_tone	4000.0	80.0	599.233	0.1	True	5.0	600.233	0.01	False					nolight	0.0	nan	False		False	3.0
610.013	2.0	trials	go_tone	8000.0	80.0	610.013	0.1	False				False					nolight	0.0	nan	False		False	2.0
621.113	2.0	trials	nogo_tone	4000.0	80.0	621.113	0.1	True	5.0	622.113	0.01	False					nolight	0.0	nan	False		False	3.0
631.824	2.0	trials	no_tone					True	5.0	632.824	0.01	False					nolight	0.0	nan	True	634.472	False	5.0
658.805	2.0	trials	no_tone					True	5.0	659.805	0.01	False					nolight	0.0	nan	False		False	5.0
669.485	2.0	trials	go_tone	8000.0	80.0	669.485	0.1	False				False					nolight	0.0	nan	False		False	2.0
680.975	2.0	trials	go_tone	8000.0	80.0	680.975	0.1	False				False					nolight	0.0	nan	True	683.275	True	2.0
697.275	2.0	trials	go_tone	8000.0	80.0	697.275	0.1	False				False					nolight	0.0	nan	False		False	2.0
707.909	2.0	trials	nogo_tone	4000.0	80.0	707.909	0.1	True	5.0	708.909	0.01	False					nolight	0.0	nan	False		False	3.0
