onset	duration	nwb_table	context	auditory_stim_frequency	auditory_stim_amplitude	auditory_stim_time	auditory_stim_duration	whisker_stim	whisker_stim_amplitude	whisker_stim_time	whisker_stim_duration	opto_stim	opto_stim_frequency	opto_stim_amplitude	opto_stim_start_time	opto_stim_stop_time	lick_flag	lick_time	early_lick	trial_type
87.033311	2.0	trials	go_tone	4000.0	80.0	87.033311	0.1	False				False	0.0	0.0	0.0	0.0	True	88.753311	False	2.0
113.022183	2.0	trials	go_tone	4000.0	80.0	113.022183	0.1	False				False	0.0	0.0	0.0	0.0	True	113.763183	True	2.0
125.272664	2.0	trials	go_tone	4000.0	80.0	125.272664	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
135.971951	2.0	trials	no_tone					True	7.0	136.974067	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
147.108541	2.0	trials	go_tone	4000.0	80.0	147.108541	0.1	True	7.0	148.110758	0.01	False	0.0	0.0	0.0	0.0	True	148.178541	False	1.0
157.962931	2.0	trials	nogo_tone	8000.0	80.0	157.962931	0.1	True	7.0	158.965046	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
169.282921	2.0	trials	nogo_tone	8000.0	80.0	169.282921	0.1	True	7.0	170.285072	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
180.612713	2.0	trials	nogo_tone	8000.0	80.0	180.612713	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
191.943888	2.0	trials	nogo_tone	8000.0	80.0	191.943888	0.1	True	7.0	192.946054	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
203.382229	2.0	trials	nogo_tone	8000.0	80.0	203.382229	0.1	True	7.0	204.38433	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
214.792707	2.0	trials	no_tone					True	7.0	215.794823	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
225.852846	2.0	trials	go_tone	4000.0	80.0	225.852846	0.1	True	7.0		0.01	False	0.0	0.0	0.0	0.0	True	226.903846	True	1.0
238.412812	2.0	trials	go_tone	4000.0	80.0	238.412812	0.1	True	7.0	239.414878	0.01	False	0.0	0.0	0.0	0.0	True	239.729812	False	1.0
249.184649	2.0	trials	nogo_tone	8000.0	80.0	249.184649	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
259.964738	2.0	trials	nogo_tone	8000.0	80.0	259.964738	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
271.084694	2.0	trials	no_tone					True	7.0	272.086861	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
282.575037	2.0	trials	nogo_tone	8000.0	80.0	282.575037	0.1	True	7.0	283.577137	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
294.074647	2.0	trials	go_tone	4000.0	80.0	294.074647	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
305.453788	2.0	trials	no_tone					True	7.0	306.455855	0.01	False	0.0	0.0	0.0	0.0	True	306.78178799999995	False	5.0
316.965215	2.0	trials	nogo_tone	8000.0	80.0	316.965215	0.1	True	7.0	317.967297	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
328.155306	2.0	trials	nogo_tone	8000.0	80.0	328.155306	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
339.243895	2.0	trials	go_tone	4000.0	80.0	339.243895	0.1	True	7.0	340.245978	0.01	False	0.0	0.0	0.0	0.0	True	340.508895	False	1.0
350.325734	2.0	trials	go_tone	4000.0	80.0	350.325734	0.1	False				False	0.0	0.0	0.0	0.0	True	351.250734	True	2.0
362.756301	2.0	trials	go_tone	4000.0	80.0	362.756301	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
374.195843	2.0	trials	no_tone					True	7.0	375.198008	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
385.014131	2.0	trials	nogo_tone	8000.0	80.0	385.014131	0.1	True	7.0	386.016248	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
406.814158	2.0	trials	go_tone	4000.0	80.0	406.814158	0.1	True	7.0	407.816241	0.01	False	0.0	0.0	0.0	0.0	True	408.14015800000004	False	1.0
417.764648	2.0	trials	no_tone					True	7.0	418.766731	0.01	False	0.0	0.0	0.0	0.0	False		False	5.0
429.19259	2.0	trials	go_tone	4000.0	80.0	429.19259	0.1	True	7.0	430.194673	0.01	False	0.0	0.0	0.0	0.0	True	430.57159	False	1.0
440.066928	2.0	trials	go_tone	4000.0	80.0	440.066928	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
451.275619	2.0	trials	go_tone	4000.0	80.0	451.275619	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
461.977207	2.0	trials	go_tone	4000.0	80.0	461.977207	0.1	True	7.0	462.979289	0.01	False	0.0	0.0	0.0	0.0	True	463.328207	False	1.0
472.745077	2.0	trials	go_tone	4000.0	80.0	472.745077	0.1	True	7.0	473.747177	0.01	False	0.0	0.0	0.0	0.0	True	474.069077	False	1.0
484.065786	2.0	trials	go_tone	4000.0	80.0	484.065786	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
494.905374	2.0	trials	nogo_tone	8000.0	80.0	494.905374	0.1	True	7.0	495.907457	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
506.227415	2.0	trials	go_tone	4000.0	80.0	506.227415	0.1	False				False	0.0	0.0	0.0	0.0	False		False	2.0
516.91747	2.0	trials	go_tone	4000.0	80.0	516.91747	0.1	True	7.0	517.919586	0.01	False	0.0	0.0	0.0	0.0	True	518.30147	False	1.0
527.825659	2.0	trials	nogo_tone	8000.0	80.0	527.825659	0.1	True	7.0	528.827775	0.01	False	0.0	0.0	0.0	0.0	False		False	3.0
539.347501	2.0	trials	nogo_tone	8000.0	80.0	539.347501	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
550.616042	2.0	trials	nogo_tone	8000.0	80.0	550.616042	0.1	False				False	0.0	0.0	0.0	0.0	False		False	4.0
561.477831	2.0	trials	go_tone	4000.0	80.0	561.477831	0.1	True	7.0	562.479981	0.01	False	0.0	0.0	0.0	0.0	True	562.832831	False	1.0
