probe_name	type	manufacturer	description
imec0	n/a	imec	Neuropixels 3B2
imec2	n/a	imec	Neuropixels 3B2
imec4	n/a	imec	Neuropixels 3B2
imec1	n/a	imec	Neuropixels 3B2
imec3	n/a	imec	Neuropixels 3B2
